<<<<<<< HEAD
=======
CorrectionAssignMapTitle#0,"""조작 설정 복원"""
Config_130_Hint#0,"""『오더 아이템/소재』 카테고리의 아이템을 획득 시에<br>소재 창고가 유효하면 자동으로 보낼지 설정합니다.<br><br>【대상이 되는 아이템】<br>・드랍 아이템<br>・개더링<br>・E트라이얼 보상<br>・퀘스트 결과 보상"""
=======
Config_019_Choices_0#0,"""사용 안함"""
Config_019_Choices_1#0,"""사용"""
Config_019_Hint#0,"""メセタを自動で拾う機能を<br>使用するかしないか設定します。"""
Config_020_Name#0,"""武器の即時取得"""
Config_020_Choices_0#0,"""사용 안함"""
Config_020_Choices_1#0,"""★13以上で使用"""
Config_020_Hint#0,"""レアリティの高い武器がドロップする際に<br>取得ミスを防ぐため、フィールドにドロップさせず<br>アイテムパックに即時取得するかを設定します。"""
Config_021_Name#0,"""ユニットの即時取得"""
Config_021_Choices_0#0,"""사용 안함"""
Config_021_Choices_1#0,"""★12以上で使用"""
Config_021_Hint#0,"""レアリティの高いユニットがドロップする際に<br>取得ミスを防ぐため、フィールドにドロップさせず<br>アイテムパックに即時取得するかを設定します。"""
Config_022_Name#0,"""素材アイテムの即時取得"""
Config_022_Hint#0,"""『オーダーアイテム／素材』カテゴリーの<br>アイテムがドロップする際に<br>取得ミスを防ぐため、フィールドにドロップさせず<br>アイテムパックに即時取得するかを設定します。"""
Config_023_Name#0,"""その他のアイテムの即時取得"""
Config_023_Hint#0,"""武器、ユニット、素材以外のアイテムを対象として<br>レアリティの高いアイテムがドロップする際に<br>取得ミスを防ぐため、フィールドにドロップさせず<br>アイテムパックに即時取得するかを設定します。"""
Config_024_Name#0,"""레어 아이템 드롭 연출 표시"""
Config_024_Choices_0#0,"""★7以上"""
Config_024_Choices_1#0,"""★10以上"""
Config_024_Choices_2#0,"""★13以上"""
Config_024_Hint#0,"""レアアイテムがドロップした際に表示される演出を<br>どのレアリティから表示するか設定します。"""
Config_025_Name#0,"""イベント注目機能"""
Config_025_Hint#0,"""イベント発生時にアクセスボタンをホールドして<br>イベント注目をする機能を使用するか設定します。"""
Config_026_Name#0,"""게임 내 모니터 영상 재생"""
Config_026_Choices_0#0,"""재생"""
Config_026_Choices_1#0,"""재생 안함"""
Config_026_Hint#0,"""시티 등에 설치된 모니터에서<br>동영상을 재생할지 설정합니다."""
Config_027_Name#0,"""ビギナーブロック優先ログイン"""
Config_027_Choices_0#0,"""優先する"""
Config_027_Choices_1#0,"""優先しない"""
Config_027_Hint#0,"""レベル20以下のキャラクターでログインする時、<br>優先的にビギナーブロックへ入るか選択します。"""
Config_028_Name#0,"""フォトンブラスト表示数"""
Config_028_Choices_0_VITA#0,"""全員分を表示"""
Config_028_Choices_1_VITA#0,"""自分の分だけを表示"""
Config_028_Hint_VITA#0,"""他プレイヤーのフォトンブラストを<br>表示するか設定します。"""
Config_029_Name#0,"""マウスによるカメラ操作"""
Config_029_Choices_0#0,"""カメラ操作を優先"""
Config_029_Choices_1#0,"""カーソル操作を優先"""
Config_029_Hint#0,"""マウスを操作した時にカメラ操作を優先するか、<br>マウスカーソル操作を優先するかを設定します。"""
Config_030_Name#0,"""カメラ左右回転方向"""
Config_030_Choices_0#0,"""일반"""
Config_030_Choices_1#0,"""반전"""
Config_030_Hint#0,"""カメラの左右回転方向を設定します。"""
Config_031_Name#0,"""カメラ上下回転方向"""
Config_031_Hint#0,"""カメラの上下回転方向を設定します。"""
Config_032_Hint#0,"""カメラの左右回転の速さを設定します。"""
Config_033_Hint#0,"""カメラの上下回転の速さを設定します。"""
Config_034_Name#0,"""マウスによるカメラ操作"""
Config_035_Name#0,"""カメラ左右回転方向"""
Config_036_Name#0,"""カメラ上下回転方向"""
Config_039_Name#0,"""プレイヤーキャラクター"""
Config_039_Choices_0#0,"""크게 (표준)"""
Config_039_Choices_1#0,"""중간"""
Config_039_Choices_2#0,"""작게"""
Config_039_Choices_3#0,"""표시 안함"""
Config_039_Hint#0,"""플레이어가 데미지를 주었을 때<br>표시되는 연출의 크기를 설정합니다."""
Config_040_Name#0,"""パーティーメンバー"""
Config_041_Name#0,"""その他のキャラクター"""
Config_042_Name#0,"""プレイヤーキャラクター"""
Config_042_Hint#0,"""회복 효과나 데미지를 받았을 때<br>표시되는 연출의 크기를 설정합니다."""
Config_043_Name#0,"""パーティーメンバー"""
Config_044_Name#0,"""その他のキャラクター"""
Config_045_Name#0,"""EXP／その他"""
Config_045_Hint#0,"""EXP를 획득했을 때 표시되는 크기를 설정합니다."""
Config_046_Name#0,"""アイテムの取得"""
Config_046_Choices_0#0,"""キャラクター横に表示"""
Config_046_Choices_1#0,"""アイテムの位置に表示"""
Config_046_Choices_2#0,"""표시 안함"""
Config_046_Hint#0,"""アイテムを取得した時に表示される<br>演出の表示位置を設定します。"""
Config_047_Name#0,"""파티 초대 알림"""
Config_047_Hint#0,"""파티에 초대되었을 때<br>새로운 알림창을 표시할지 설정합니다."""
Config_048_Name#0,"""프렌드 등록 알림"""
Config_048_Hint#0,"""프렌드 등록을 신청했을 때<br>새로운 알림창을 표시 설정합니다."""
Config_049_Name#0,"""팀 스카웃 알림"""
Config_049_Hint#0,"""팀에 스카웃되었을 때<br>새로운 알림창을 표시할지 설정합니다."""
Config_050_Name#0,"""グループチャット招待"""
Config_050_Hint#0,"""グループチャットに招待された時、<br>参加選択ウィンドウを表示するかを設定します。"""
Config_051_Name#0,"""トレード申し込み"""
Config_051_Hint#0,"""トレードを提案された時、<br>返答選択ウィンドウを表示するかを設定します。"""
Config_052_Name#0,"""おすすめオーダーの通知"""
Config_052_Hint#0,"""おすすめクエストを受注した時<br>おすすめオーダーの受注メニューを<br>表示するかを設定します。"""
Config_053_Name#0,"""複数ブロックマッチングの受注確認"""
Config_053_Hint#0,"""パーティーリーダーが複数ブロックマッチングで<br>クエストを受注した時、受注確認のウィンドウを<br>自動で開くかを設定します。"""
Config_054_Name#0,"""<%GamePad> 연결 알림"""
Config_054_Hint#0,"""<%GamePad> 설정으로<br>중요한 기능 할당에 문제가 있었을 떄<br>할당 사항의 자동 복구 알림을<br>받을지 설정합니다."""
Config_055_Name#0,"""通知メッセージ表示件数"""
Config_055_Choices_0#0,"""1件"""
Config_055_Choices_1#0,"""3件"""
Config_055_Hint#0,"""通知メッセージを<br>同時に最大何件まで表示するか設定します。"""
Config_056_Name#0,"""아이템 획득 시 로그 표시"""
Config_056_Hint#0,"""아이템을 얻었을 때<br>로그에 표시 할지 설정합니다."""
Config_057_Name#0,"""파티 내 레어 아이템 획득 알림"""
Config_057_Hint#0,"""파티 멤버가 레어 아이템을<br>획득했을 때 표시를 할지<br>설정합니다."""
Config_058_Name#0,"""프리미엄 세트 유효기간 만료 알림"""
Config_058_Hint#0,"""프리미엄 세트의<br>유효기간이 만료되기 1주 전<br>로그인 시 얼마나 남았는가<br>표시할지 설정합니다."""
Config_059_Name#0,"""로그인 콜 송신"""
Config_059_Choices_0#0,"""보내기"""
Config_059_Choices_1#0,"""보내지 않기"""
Config_059_Hint#0,"""내가 로그인했을 때 친구에게<br>로그인 콜을 보낼지 설정합니다."""
Config_060_Name#0,"""다른 플레이어의 전투 불능 알림"""
Config_060_Hint#0,"""파티 멤버를 포함해 다른 플레이어의<br>전투 불능 알림을<br>표시할지 설정합니다."""
Config_061_Name#0,"""나의 전투 불능 통지"""
Config_061_Hint#0,"""내가 전투 불능 상태가 되었을 때<br>주위의 플레이어에게 전투 불능<br>아이콘을 표시할지 설정합니다.<br><yellow>※상대방의 표시 설정이 OFF일 경우<br>상대에게 전투 불능 아이콘이 표시되지 않습니다.<c>"""
Config_062_Name#0,"""ダイレクトチャット"""
Config_062_Hint#0,"""「使用する」を選ぶと、キーボードを<br>キャラクター移動などのアクション用ではなく<br>直接チャット入力が出来るように設定します。"""
Config_063_Name#0,"""다이렉트 채팅 전호나 키"""
Config_063_Hint#0,"""다이렉트 채팅 ON/OFF를<br>Scroll Lock 키로 전환할 수 있는 기능을<br>사용할지 설정합니다.<br><br>다이렉트 채팅이 올바르게작동하지 않는 경우<br>이 설정을 ON으로 하면 올바르게 움직이도록<br>될 가능성이 있습니다."""
Config_064_Name#0,"""メール返信時の引用"""
Config_064_Choices_0#0,"""인용"""
Config_064_Choices_1#0,"""인용 안함"""
Config_064_Hint#0,"""メール返信時に、引用するかを設定します。"""
Config_065_Name#0,"""シンボルアートの発言表示"""
Config_065_Hint#0,"""シンボルアートの発言を表示するか設定します。"""
Config_066_Name#0,"""チームチャット吹き出し表示"""
Config_066_Choices_0#0,"""전부 표시"""
Config_066_Choices_1#0,"""同じエリアの発言のみ"""
Config_066_Choices_2#0,"""표시 안함"""
Config_066_Hint#0,"""チームチャット吹き出しの表示条件を<br>設定します。"""
Config_067_Name#0,"""グループチャット吹き出し表示"""
Config_067_Hint#0,"""グループチャット吹き出しの表示条件を<br>設定します。"""
Config_068_Name#0,"""グループ、チーム、ウィスパーの発言者名"""
Config_068_Choices_0#0,"""플레이어 ID 네임"""
Config_068_Choices_1#0,"""캐릭터 이름"""
Config_068_Hint#0,"""グループチャット、チームチャット、<br>ウィスパーチャットの発言者名を<br>プレイヤーIDネームとキャラクター名<br>どちらで表示するか設定します。"""
Config_069_Name#0,"""채팅 입력란의 배경색"""
Config_069_Choices_0#0,"""発言先の色にしない"""
Config_069_Choices_1#0,"""発言先の色にする"""
Config_069_Hint#0,"""チャット入力の背景の色を発言先にしたがって<br>変化するようにするか設定します。"""
Config_070_Name#0,"""グループチャットの招待可否"""
Config_070_Choices_0#0,"""招待を受ける"""
Config_070_Choices_1#0,"""招待を受けない"""
Config_070_Hint#0,"""グループチャットの招待を受けるか設定を行います。<br>受けない設定にした場合、招待が届かなくなります。"""
Config_071_Name#0,"""오토 워드 사용"""
Config_071_Hint#0,"""오토 워드를 사용할지 설정합니다.<br><yellow>“사용안함”을 선택하면<br>오토워드를 설정해도<br>말하지 않게 됩니다."""
Config_072_Name#0,"""オートワードをログに表示"""
Config_072_Hint#0,"""오토 워드를 로그에 표시할지 설정합니다."""
Config_073_Name#0,"""ログウィンドウ表示順"""
Config_073_Choices_0_VITA#0,"""最新を上から表示する"""
Config_073_Choices_1_VITA#0,"""最新を下から表示する"""
Config_073_Hint_VITA#0,"""ログを表示する順序を設定します。"""
Config_074_Name#0,"""イベント"""
Config_074_Hint#0,"""画面に表示する他者のオートワードカテゴリーを<br>設定します。"""
Config_075_Name#0,"""メンバー"""
Config_076_Name#0,"""액션"""
Config_077_Name#0,"""周囲"""
Config_077_Hint#0,"""ログウィンドウの「すべて表示」タブに<br>表示する内容を選択します。"""
Config_078_Name#0,"""パーティー"""
Config_079_Name#0,"""チーム"""
Config_080_Name#0,"""ウィスパー"""
Config_081_Name#0,"""システム"""
Config_082_Name#0,"""キャラクター"""
Config_083_Name#0,"""グループチャット"""
Config_084_Name#0,"""スクリーンショット保存形式"""
Config_084_Choices_0#0,"""JPEG"""
Config_084_Choices_1#0,"""PNG"""
Config_084_Choices_2#0,"""BMP"""
Config_084_Hint#0,"""スクリーンショットを保存する際の<br>保存形式を選択します。"""
Config_085_Name#0,"""스크린샷 촬영시 UI 표시 설정"""
Config_085_Choices_0#0,"""すべて表示"""
Config_085_Choices_1#0,"""フキダシのみ表示"""
Config_085_Choices_2#0,"""表示なし"""
Config_085_Hint#0,"""スクリーンショット撮影時に、<br>UI（ウィンドウなどのインターフェイス）を<br>表示するかを設定します。<br>※ゲーム内の撮影機能を利用時のみ有効。"""
Config_085_Choices_0_Switch#0,"""ウィンドウ表示あり"""
Config_085_Choices_1_Switch#0,"""ウィンドウ表示なし"""
Config_085_Hint_Switch#0,"""スクリーンショット撮影時に、<br>UI（ウィンドウなどのインターフェイス）を<br>表示するかを設定します。<br>※ゲーム内の撮影機能を利用時のみ有効。"""
Config_086_Name#0,"""에스테 체형 변경 동기 설정 1"""
Config_086_Choices_0#0,"""자동 변환 하기"""
Config_086_Choices_1#0,"""개별로 편집하기"""
Config_086_Hint#0,"""에스테에서 코스튬이나<br>캐스트 부품을 변경할 때<br><yellow>인간형과 캐스트형의 체형<c>을<br>자동으로 변환할 지<br>개별적으로 편집할지 설정합니다."""
Config_087_Name#0,"""조작 설정"""
Config_087_Choices_0#0,"""マニュアルタイプ"""
Config_087_Choices_1#0,"""オートタイプ"""
Config_087_Hint#0,"""ライドロイドの操作設定を選択します。 <br> <br>マニュアルタイプ： 手動で前進します。<br>オートタイプ： 自動で前進します。 <br><br>※ライドロイドの操作は<br>\u3000\u3000「<yellow>肩越し視点<c>」が基本です。"""
Config_088_Name#0,"""通常視点：カメラ左右回転方向"""
Config_088_Hint#0,"""ライドロイドカメラの左右回転方向を設定します。"""
Config_089_Name#0,"""通常視点：カメラ上下回転方向"""
Config_089_Hint#0,"""ライドロイドカメラの上下回転方向を設定します。"""
Config_090_Name#0,"""通常視点：左右旋回方向"""
Config_090_Hint#0,"""ライドロイド操作の左右旋回方向を設定します。"""
Config_091_Name#0,"""通常視点：上下移動方向"""
Config_091_Hint#0,"""ライドロイド操作の上下移動方向を設定します。"""
Config_092_Name#0,"""肩越し視点：カメラ左右回転方向"""
Config_093_Name#0,"""肩越し視点：カメラ上下回転方向"""
Config_094_Name#0,"""肩越し視点：左右旋回方向"""
